track_name,album_name,album_type,duration,release_year,artists,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Intro (Live At Pine Street Theatre),Bleach (Deluxe Edition),rerelease,52,2009,Nirvana,1.18e-05,0.269,0.634,0.42,9,0.0917,-7.221,1,0.0421,84.911,1,0.364
Blew,Bleach,studio album,174,1989,Nirvana,5.65e-06,0.411,0.882,0.0147,1,0.298,-6.618,1,0.0556,129.848,4,0.531
Floyd The Barber,Bleach,studio album,138,1989,Nirvana,0.000788,0.443,0.878,0.56,8,0.0623,-6.717,0,0.0418,136.567,4,0.683
About A Girl,Bleach,studio album,168,1989,Nirvana,5.13e-06,0.413,0.875,0.00058,6,0.209,-7.48,0,0.031,131.951,4,0.575
School,Bleach,studio album,162,1989,Nirvana,1.15e-05,0.21,0.943,0.493,4,0.0739,-7.656,1,0.0785,164.844,4,0.13
Love Buzz,Bleach,studio album,215,1989,Nirvana,3.1e-05,0.479,0.865,0.228,5,0.182,-8.281,0,0.0339,137.902,4,0.77
Paper Cuts,Bleach,studio album,246,1989,Nirvana,0.00205,0.553,0.726,0.17,4,0.139,-7.462,1,0.0403,102.094,4,0.361
Negative Creep,Bleach,studio album,175,1989,Nirvana,7.97e-06,0.37,0.947,0.000175,2,0.0762,-7.213,1,0.0901,81.744,4,0.418
Scoff,Bleach,studio album,250,1989,Nirvana,6.47e-06,0.442,0.915,0.865,11,0.114,-7.751,0,0.0403,145.27,4,0.735
Swap Meet,Bleach,studio album,183,1989,Nirvana,5.28e-05,0.387,0.953,2.45e-05,2,0.189,-7.143,1,0.0557,146.313,4,0.709
Mr. Moustache,Bleach,studio album,203,1989,Nirvana,5.58e-06,0.194,0.898,0.141,0,0.108,-6.12,1,0.0608,177.191,4,0.482
Sifting,Bleach,studio album,322,1989,Nirvana,8.7e-05,0.42,0.747,0.0125,0,0.106,-7.559,1,0.0394,115.4,4,0.583
Big Cheese,Bleach,studio album,222,1989,Nirvana,5.73e-06,0.27,0.945,0.0203,4,0.179,-6.65,0,0.0537,129.556,4,0.297
Downer,Bleach,studio album,103,1989,Nirvana,0.000401,0.345,0.932,0.546,4,0.185,-6.109,0,0.112,100.961,4,0.508
Spank Thru (Live At Pine Street Theatre),Bleach (Deluxe Edition),rerelease,179,2009,Nirvana,2.77e-05,0.305,0.95,0.0512,2,0.225,-6.661,1,0.0547,137.933,4,0.35
Molly'S Lips (Live At Pine Street Theatre),Bleach (Deluxe Edition),rerelease,135,2009,Nirvana,5.56e-05,0.284,0.964,0.0803,7,0.269,-6.651,1,0.1,156.573,4,0.415
Sappy (Live At Pine Street Theatre),Bleach (Deluxe Edition),rerelease,199,2009,Nirvana,4.13e-06,0.409,0.918,0.0464,2,0.657,-6.218,1,0.0387,135.721,4,0.442
About A Girl (Live At Pine Street Theatre),Bleach (Deluxe Edition),rerelease,147,2009,Nirvana,4.9e-06,0.36,0.931,8.18e-06,4,0.461,-6.008,0,0.0363,149.44,4,0.686
Blew (Live At Pine Street Theatre),Bleach (Deluxe Edition),rerelease,270,2009,Nirvana,0.000126,0.24,0.934,0.0158,2,0.726,-7.815,1,0.139,140.127,4,0.227
Love Buzz (Live At Pine Street Theatre),Bleach (Deluxe Edition),rerelease,177,2009,Nirvana,4.98e-05,0.407,0.952,0.146,2,0.106,-7.383,1,0.0654,152.945,4,0.81
Dive (Live At Pine Street Theatre),Bleach (Deluxe Edition),rerelease,222,2009,Nirvana,5.21e-06,0.411,0.895,0.00509,11,0.14,-5.807,1,0.0342,132.553,4,0.439
Been A Son (Live At Pine Street Theatre),Bleach (Deluxe Edition),rerelease,120,2009,Nirvana,6.47e-06,0.28,0.916,0.52,7,0.701,-6.689,1,0.0415,151.559,4,0.682
Scoff (Live At Pine Street Theatre),Bleach (Deluxe Edition),rerelease,232,2009,Nirvana,2.9e-06,0.372,0.933,0.2,4,0.683,-6.3,0,0.0466,155.403,4,0.897
School (Live At Pine Street Theatre),Bleach (Deluxe Edition),rerelease,156,2009,Nirvana,1.35e-05,0.257,0.958,0.127,4,0.217,-6.009,1,0.0967,158.784,4,0.474
Floyd The Barber (Live At Pine Street Theatre),Bleach (Deluxe Edition),rerelease,136,2009,Nirvana,8.88e-06,0.333,0.914,0.0445,5,0.218,-5.928,1,0.0503,145.838,4,0.493
Smells Like Teen Spirit,Nevermind (Super Deluxe Edition),rerelease,301,2011,Nirvana,2.55e-05,0.502,0.912,0.000173,1,0.106,-4.556,1,0.0564,116.761,4,0.72
In Bloom,Nevermind (Super Deluxe Edition),rerelease,255,2011,Nirvana,3.33e-05,0.436,0.876,0.000104,10,0.205,-4.902,0,0.0647,157.044,4,0.512
Come As You Are,Nevermind (Super Deluxe Edition),rerelease,218,2011,Nirvana,0.00016,0.5,0.824,0.00161,4,0.0916,-5.846,0,0.0388,120.125,4,0.539
Breed,Nevermind (Super Deluxe Edition),rerelease,184,2011,Nirvana,3.69e-06,0.262,0.969,0.00213,4,0.133,-4.675,1,0.0894,158.433,4,0.263
Lithium,Nevermind (Super Deluxe Edition),rerelease,257,2011,Nirvana,0.00174,0.678,0.656,0.0,7,0.0631,-6.41,1,0.0381,123.207,4,0.485
Polly,Nevermind (Super Deluxe Edition),rerelease,173,2011,Nirvana,0.884,0.83,0.382,0.301,2,0.11,-11.231,0,0.0566,121.12,4,0.54
Territorial Pissings,Nevermind (Super Deluxe Edition),rerelease,142,2011,Nirvana,0.000144,0.285,0.979,0.0,2,0.334,-4.428,1,0.175,182.7,4,0.108
Drain You,Nevermind (Super Deluxe Edition),rerelease,223,2011,Nirvana,0.000129,0.325,0.929,2.22e-06,11,0.184,-5.625,0,0.0695,133.358,4,0.198
Lounge Act,Nevermind (Super Deluxe Edition),rerelease,156,2011,Nirvana,1.26e-05,0.341,0.964,0.000103,11,0.151,-5.327,0,0.107,152.192,4,0.459
Stay Away,Nevermind (Super Deluxe Edition),rerelease,211,2011,Nirvana,5.39e-06,0.367,0.981,0.0461,11,0.0822,-5.1,0,0.128,165.21,4,0.205
On A Plain,Nevermind (Super Deluxe Edition),rerelease,194,2011,Nirvana,0.000119,0.428,0.946,3.37e-06,2,0.141,-4.674,1,0.102,133.26,4,0.358
Something In The Way,Nevermind (Super Deluxe Edition),rerelease,232,2011,Nirvana,0.745,0.427,0.201,0.263,8,0.109,-13.044,1,0.0317,105.218,4,0.0668
"Endless, Nameless",Nevermind (Super Deluxe Edition),rerelease,403,2011,Nirvana,0.000256,0.271,0.959,0.854,7,0.0858,-5.866,1,0.125,131.846,4,0.0642
Even In His Youth - B-Side,Nevermind (Super Deluxe Edition),rerelease,182,2011,Nirvana,4.21e-05,0.443,0.975,0.0106,7,0.358,-4.082,1,0.0751,142.763,4,0.33
Aneurysm,Nevermind (Super Deluxe Edition),rerelease,285,2011,Nirvana,0.000327,0.317,0.874,0.751,11,0.209,-4.991,0,0.094,130.992,4,0.17
Curmudgeon,Nevermind (Super Deluxe Edition),rerelease,177,2011,Nirvana,0.000355,0.239,0.92,0.0,3,0.272,-2.593,1,0.0891,125.221,4,0.307
D-7 - Live At The Bbc,Nevermind (Super Deluxe Edition),rerelease,224,2011,Nirvana,0.0092,0.259,0.931,0.863,4,0.102,-5.834,1,0.15,60.553,4,0.151
Been A Son - Live At Paramount Theatre B-Side,Nevermind (Super Deluxe Edition),rerelease,150,2011,Nirvana,0.00125,0.28,0.978,0.0207,7,0.657,-5.326,1,0.155,142.904,4,0.131
School - Live At Paramount Theatre/1991,Nevermind (Super Deluxe Edition),rerelease,153,2011,Nirvana,3.38e-05,0.173,0.989,0.273,5,0.89,-5.028,1,0.174,166.897,4,0.204
Drain You - Live At Paramount Theatre B-Side,Nevermind (Super Deluxe Edition),rerelease,232,2011,Nirvana,0.000317,0.429,0.973,0.103,8,0.413,-5.766,1,0.127,136.22,4,0.27
Sliver - Live At Del Mar B-Side,Nevermind (Super Deluxe Edition),rerelease,123,2011,Nirvana,0.000624,0.459,0.954,1.12e-06,0,0.337,-5.615,1,0.0674,141.771,4,0.651
Polly - Live At Del Mar B-Side,Nevermind (Super Deluxe Edition),rerelease,167,2011,Nirvana,0.0629,0.517,0.645,0.0,7,0.826,-7.172,1,0.0297,130.271,4,0.39
In Bloom - Smart Sessions,Nevermind (Super Deluxe Edition),rerelease,270,2011,Nirvana,7e-05,0.419,0.845,0.29,10,0.152,-5.483,1,0.0602,148.995,4,0.344
Immodium (Breed) - Smart Sessions,Nevermind (Super Deluxe Edition),rerelease,193,2011,Nirvana,2.99e-06,0.264,0.978,0.338,11,0.124,-4.719,0,0.103,156.284,4,0.367
Lithium - Smart Sessions,Nevermind (Super Deluxe Edition),rerelease,270,2011,Nirvana,0.0127,0.45,0.77,8.05e-05,9,0.232,-6.686,1,0.0678,125.365,4,0.412
Polly - Smart Sessions,Nevermind (Super Deluxe Edition),rerelease,178,2011,Nirvana,0.904,0.809,0.392,0.616,2,0.287,-11.876,0,0.0781,120.981,4,0.71
Pay To Play - Smart Sessions,Nevermind (Super Deluxe Edition),rerelease,208,2011,Nirvana,5.43e-05,0.397,0.968,0.828,9,0.436,-5.383,0,0.111,164.475,4,0.251
Here She Comes Now - Smart Sessions,Nevermind (Super Deluxe Edition),rerelease,299,2011,Nirvana,0.0449,0.351,0.701,0.0476,0,0.124,-8.088,1,0.0306,118.505,4,0.137
Dive - Smart Sessions,Nevermind (Super Deluxe Edition),rerelease,234,2011,Nirvana,1.86e-06,0.383,0.944,0.554,11,0.156,-5.254,1,0.0417,128.158,4,0.29
Sappy - Smart Sessions,Nevermind (Super Deluxe Edition),rerelease,214,2011,Nirvana,0.0121,0.59,0.858,0.000837,2,0.177,-7.1,0,0.0336,128.651,4,0.315
Smells Like Teen Spirit - Boombox Rehearsals,Nevermind (Super Deluxe Edition),rerelease,339,2011,Nirvana,0.00572,0.524,0.981,0.00185,8,0.298,-1.664,1,0.0749,117.249,4,0.526
Verse Chorus Verse - Boombox Rehearsals,Nevermind (Super Deluxe Edition),rerelease,192,2011,Nirvana,0.0763,0.529,0.965,0.238,2,0.31,-2.715,1,0.0354,135.034,4,0.907
Territorial Pissings - Boombox Rehearsals,Nevermind (Super Deluxe Edition),rerelease,130,2011,Nirvana,0.0179,0.31,0.988,0.211,9,0.326,-3.185,1,0.138,183.54,4,0.275
Lounge Act - Boombox Rehearsals,Nevermind (Super Deluxe Edition),rerelease,156,2011,Nirvana,0.0799,0.4,0.972,0.00537,2,0.0475,-3.187,1,0.112,144.821,4,0.778
Come As You Are - Boombox Rehearsals,Nevermind (Super Deluxe Edition),rerelease,251,2011,Nirvana,0.025,0.353,0.919,0.121,4,0.372,-2.512,1,0.0365,120.023,4,0.706
Old Age - Boombox Rehearsals,Nevermind (Super Deluxe Edition),rerelease,261,2011,Nirvana,0.278,0.59,0.925,0.105,4,0.342,-2.914,0,0.0354,125.293,4,0.543
Something In The Way - Boombox Rehearsals,Nevermind (Super Deluxe Edition),rerelease,330,2011,Nirvana,0.471,0.241,0.3,0.746,2,0.0673,-10.951,1,0.0293,93.53,3,0.0683
On A Plain - Boombox Rehearsals,Nevermind (Super Deluxe Edition),rerelease,200,2011,Nirvana,0.063,0.463,0.971,0.0185,7,0.0498,-2.554,1,0.0949,133.419,4,0.482
Drain You - Live At The Bbc,Nevermind (Super Deluxe Edition),rerelease,242,2011,Nirvana,0.000141,0.387,0.802,0.501,1,0.269,-4.368,0,0.0541,132.802,4,0.215
Something In The Way - Live At The Bbc,Nevermind (Super Deluxe Edition),rerelease,203,2011,Nirvana,0.188,0.283,0.283,0.00132,2,0.115,-7.502,1,0.0312,104.87,4,0.0397
Smells Like Teen Spirit - Devonshire Mix,Nevermind (Super Deluxe Edition),rerelease,302,2011,Nirvana,3.54e-06,0.465,0.902,0.00165,1,0.143,-5.473,1,0.0407,116.063,4,0.666
In Bloom - Devonshire Mix,Nevermind (Super Deluxe Edition),rerelease,254,2011,Nirvana,8.62e-06,0.446,0.895,0.00327,0,0.448,-5.769,0,0.0472,78.044,4,0.565
Come As You Are - Devonshire Mix,Nevermind (Super Deluxe Edition),rerelease,220,2011,Nirvana,9.24e-05,0.477,0.684,0.0338,0,0.19,-6.078,1,0.0321,119.237,4,0.332
Breed - Devonshire Mix,Nevermind (Super Deluxe Edition),rerelease,183,2011,Nirvana,1.76e-06,0.286,0.961,0.0862,6,0.113,-5.34,0,0.082,158.124,4,0.486
Lithium - Devonshire Mix,Nevermind (Super Deluxe Edition),rerelease,258,2011,Nirvana,0.000183,0.698,0.572,0.000252,2,0.0788,-6.767,0,0.0287,122.556,4,0.432
Territorial Pissings - Devonshire Mix,Nevermind (Super Deluxe Edition),rerelease,133,2011,Nirvana,2.09e-05,0.261,0.826,0.0081,9,0.148,-4.274,1,0.0724,181.466,4,0.188
Drain You - Devonshire Mix,Nevermind (Super Deluxe Edition),rerelease,221,2011,Nirvana,4.04e-05,0.351,0.857,0.0,11,0.133,-5.767,0,0.0397,132.471,4,0.156
Lounge Act - Devonshire Mix,Nevermind (Super Deluxe Edition),rerelease,156,2011,Nirvana,6.35e-06,0.398,0.88,5.52e-06,11,0.181,-6.829,0,0.049,152.8,4,0.497
Stay Away - Devonshire Mix,Nevermind (Super Deluxe Edition),rerelease,207,2011,Nirvana,0.000123,0.402,0.882,0.595,0,0.0913,-5.626,1,0.0957,164.398,4,0.442
On A Plain - Devonshire Mix,Nevermind (Super Deluxe Edition),rerelease,205,2011,Nirvana,1.2e-05,0.472,0.865,9.86e-06,0,0.134,-5.577,1,0.0617,132.402,4,0.416
Something In The Way - Devonshire Mix,Nevermind (Super Deluxe Edition),rerelease,235,2011,Nirvana,0.739,0.404,0.182,0.688,5,0.111,-13.398,1,0.0308,104.166,4,0.0387
Jesus Doesn'T Want Me For A Sunbeam - Live At The Paramount,Nevermind (Super Deluxe Edition),rerelease,209,2011,Nirvana,0.000316,0.369,0.896,0.0432,9,0.674,-5.982,1,0.0451,122.221,4,0.283
Aneurysm - Live At The Paramount,Nevermind (Super Deluxe Edition),rerelease,289,2011,Nirvana,0.000664,0.266,0.959,0.18,6,0.633,-6.523,0,0.092,132.064,4,0.137
Drain You - Live At The Paramount/1991,Nevermind (Super Deluxe Edition),rerelease,226,2011,Nirvana,0.00141,0.455,0.892,0.00301,1,0.63,-6.324,0,0.0619,136.714,4,0.475
School - Live At The Paramount,Nevermind (Super Deluxe Edition),rerelease,171,2011,Nirvana,0.000939,0.174,0.967,0.00168,9,0.846,-6.444,1,0.16,166.937,4,0.262
Floyd The Barber - Live At The Paramount,Nevermind (Super Deluxe Edition),rerelease,147,2011,Nirvana,0.00014,0.393,0.956,0.0135,9,0.746,-6.398,0,0.068,135.73,4,0.576
Smells Like Teen Spirit - Live At The Paramount,Nevermind (Super Deluxe Edition),rerelease,285,2011,Nirvana,7.3e-05,0.321,0.952,0.0365,5,0.893,-5.419,1,0.087,122.794,4,0.29
About A Girl - Live At The Paramount,Nevermind (Super Deluxe Edition),rerelease,193,2011,Nirvana,1.78e-05,0.361,0.935,0.000395,9,0.401,-6.084,1,0.0573,132.871,4,0.36
Polly - Live At The Paramount,Nevermind (Super Deluxe Edition),rerelease,183,2011,Nirvana,0.265,0.542,0.545,0.0,0,0.401,-9.272,1,0.0324,127.997,4,0.409
Breed - Live At The Paramount,Nevermind (Super Deluxe Edition),rerelease,190,2011,Nirvana,0.000138,0.144,0.977,0.323,9,0.958,-6.104,1,0.0858,164.231,4,0.222
Sliver - Live At The Paramount,Nevermind (Super Deluxe Edition),rerelease,131,2011,Nirvana,0.0185,0.4,0.961,0.0,0,0.725,-5.643,1,0.135,140.761,4,0.317
Love Buzz - Live At The Paramount,Nevermind (Super Deluxe Edition),rerelease,214,2011,Nirvana,0.00255,0.24,0.958,0.345,2,0.725,-5.917,1,0.0901,145.843,4,0.545
Lithium - Live At The Paramount,Nevermind (Super Deluxe Edition),rerelease,278,2011,Nirvana,0.0851,0.331,0.785,0.0,9,0.273,-5.834,1,0.0434,123.662,4,0.243
Been A Son - Live At The Paramount,Nevermind (Super Deluxe Edition),rerelease,135,2011,Nirvana,0.0329,0.256,0.908,0.151,9,0.816,-5.568,1,0.0557,143.1,4,0.555
Negative Creep - Live At The Paramount,Nevermind (Super Deluxe Edition),rerelease,163,2011,Nirvana,0.000573,0.231,0.977,0.00111,2,0.846,-5.784,1,0.13,168.777,4,0.257
On A Plain - Live At The Paramount,Nevermind (Super Deluxe Edition),rerelease,184,2011,Nirvana,0.0034,0.437,0.989,0.00227,7,0.418,-5.491,1,0.0573,133.697,4,0.393
Blew - Live At The Paramount,Nevermind (Super Deluxe Edition),rerelease,249,2011,Nirvana,0.000532,0.238,0.957,0.0059,2,0.115,-6.219,1,0.177,131.041,4,0.187
Rape Me - Live At The Paramount,Nevermind (Super Deluxe Edition),rerelease,179,2011,Nirvana,0.000251,0.311,0.846,0.0282,4,0.35,-5.801,0,0.054,103.269,4,0.217
Territorial Pissings - Live At The Paramount,Nevermind (Super Deluxe Edition),rerelease,175,2011,Nirvana,0.00337,0.256,0.957,0.0236,7,0.457,-4.828,0,0.133,92.354,4,0.129
"Endless, Nameless - Live At The Paramount",Nevermind (Super Deluxe Edition),rerelease,384,2011,Nirvana,0.000103,0.331,0.938,0.815,9,0.656,-6.776,0,0.184,136.185,4,0.258
Jesus Doesn'T Want Me For A Sunbeam,Live At The Paramount,live album,209,2011,Nirvana,0.000336,0.368,0.903,0.0184,9,0.693,-6.003,1,0.0445,122.214,4,0.275
Aneurysm,Live At The Paramount,live album,289,2011,Nirvana,0.000599,0.259,0.96,0.215,6,0.77,-6.503,0,0.088,131.984,4,0.14
Drain You,Live At The Paramount,live album,226,2011,Nirvana,0.00146,0.456,0.896,0.0013,1,0.618,-6.302,0,0.0632,136.733,4,0.509
School,Live At The Paramount,live album,171,2011,Nirvana,0.00081,0.17,0.963,0.00119,4,0.836,-6.465,1,0.172,167.147,4,0.275
Floyd The Barber,Live At The Paramount,live album,147,2011,Nirvana,0.000137,0.399,0.959,0.0164,5,0.754,-6.365,1,0.0785,135.687,4,0.55
Smells Like Teen Spirit,Live At The Paramount,live album,285,2011,Nirvana,8.8e-05,0.317,0.948,0.0178,8,0.906,-5.411,1,0.0857,122.952,4,0.31
